Questions,OK,OK,OK,OK,Ok,OK,We can put volumes?,OK,OK,OK,OK,OK,OK,OK,"In this case, We need to use the generic degree abbreviation or We can more specific? Do you have some list of official abbreviations?",What is the correct number for El Colegio de México? 2063 or 2069,We can insert the Research Centers?,OK,OK,OK
,0,0,Y,primary,Salmerón de la Torre,Fernando Marlon,117,masters,ECM01:990006090830302716,no,Alcances y limitaciones del programa de corredores de movilidad no motorizada de la Ciudad de México,2011,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,salmern_fm_000256162.pdf
,0,0,Y,primary,Quintana Mexiac,Atziri Mariana,138,masters,ECM01:990006074550302716,no,Enjo koosai: sexualidad y consumo en el Japón contemporáneo,2011,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,quintana_am_000250011.pdf
,0,0,Y,primary,Melchor Hernández,Yver Alonso,107,masters,ECM01:990006195870302716,no,Tendencias educativas en la India moderna: relaciones entre educación y poder,2011,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,melchor_ya_000291240.pdf
,0,0,Y,primary,Ibarra Arana,David Ignacio,119,masters,ECM01:990006196360302716,no,"Orígenes y transformaciones del sistema de educación mitad trabajo mitad estudio en China, 1958-1985",2011,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,ibarra_di_000291238.pdf
,0,0,Y,primary,Viramontes Viramontes,Erick,101,masters,ECM01:990006196290302716,no,Construyendo una agenda: la política exterior de Catar desde 1995,2011,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,viramontes_e_000291204.pdf
,0,0,Y,primary,Cobos Alfaro,Amalio,136,masters,ECM01:990006206940302716,no,"El sentido de la Nakba (""El desastre"" de la pérdida de Palestina) en algunos intelectuales árabes",2011,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,cobos_a_000294880.pdf
,0,0,Y,primary,Hernández Quiroz,Anselmo,189,masters,ECM01:990006193330302716,no,Estudio del concepto de la mente (manas) en el Yoga-Vasistha,2011,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,hernndez_a_000290228.pdf
,0,0,Y,primary,Valle Casals,Sandra del,118,masters,ECM01:990004588840302716,no,"De la ""tribu"" a la nación: políticas culturales en Tanzania y las estrategias para la construcción de la nación, 1962-1985",2011,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,valle_sdel_000290841.pdf
,0,0,Y,primary,Santana Cerón,Dalia,116,masters,ECM01:990006193110302716,no,Nigeria como potencia media emergente|b|sus características constitutivas (1999-2009),2011,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,santana_d_000291234.pdf
,0,0,Y,primary,Cisneros Herrera,Jesús,183,masters,ECM01:990006131680302716,no,"Estudio comparativo de tres traducciones al español del texto de Freud: Die Verdrängung [1915], con una nueva traducción",2011,,SP,masters,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,M,PDF,cisneros_J_000269589.pdf
,0,0,Y,primary,Corzo Trejo,Lizzette Maily,114,masters,ECM01:990006206190302716,no,"Gandhi y la verdad sobre el cuerpo: salud, dieta y sexualidad",2011,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,corzo_lm_000294868.pdf
,0,0,Y,primary,Chávez Cruz,Rubén,116,masters,ECM01:990006168460302716,no,Razones del fracaso de una reforma migratoria en el Congreso de Estados Unidos,2011,,SP,masters,,El Colegio de México. Centro de Estudios Internacionales,M,PDF,chvez_r_000283065.pdf
,0,0,Y,primary,Improta França,Nara Muniz,"vi, 78 ",masters,ECM01:990006069220302716,no,Entre Samuel Johnson y Añla Ogun: el debate sobre la construcción de la identidad yoruba,2011,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,improta_n_000248984.pdf
,0,0,Y,primary,García,Anne Cécile,172,masters,ECM01:990006065530302716,no,"La fiesta brava, de José Emilio Pacheco: introducción al texto y traducción anotada",2011,,SP,masters,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,M,PDF,garca_ac_000248980.pdf
,0,0,Y,primary,Quiroz Benítez,Diana Esmeralda,152,masters,ECM01:990006168770302716,no,La política de cambio climático en la Ciudad de México: análisis de las estrategias de mitigación y adaptación en el PACCM,2011,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,quiroz_de_000279909.pdf
,0,0,Y,primary,Huerta Illescas,Diego,150,masters,ECM01:990006193080302716,no,El liderazgo presidencial en el contexto de los gobiernos divididos en México: los casos de las iniciativas de reforma fiscal de Vicente Fox y de reforma energética de Felipe Calderón,2011,,SP,masters,,El Colegio de México. Centro de Estudios Internacionales,M,PDF,huerta_d_000290230.pdf
,0,0,Y,primary,Kent Carrasco,Daniel,111,masters,ECM01:990006193090302716,no,V. D. Savarkar y la Hindú Mahasabha: hindutva y contingencia política en la década de 1940,2011,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,kent_d_000291242.pdf
,0,0,Y,primary,Meza Martínez,Silvia Elena,42,masters,ECM01:990006066210302716,no,Protección social y empleo: impacto del Seguro Popular en el mercado laboral mexicano,2011,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,meza_se_000248998.pdf
,0,0,Y,primary,Bernáldez Gómez,María del Rocío,173,masters,ECM01:990006072810302716,no,La reescritura del Orlando: Borges traduce a Woolf,2011,,SP,masters,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,M,PDF,bernldez_mdelr_000248972.pdf
,0,0,Y,primary,Valenzuela Arellano,Sandra,"[3], 76 ",masters,ECM01:990006193180302716,no,Me atrevo a cruzar un caballo con una vaca: la integración de opuestos como base conceptual en la obra de Zhang Hongtu,2011,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,valenzuela_s_000290846.pdf
,0,0,Y,primary,Cuevas Luna,Verónica Claudia,125,masters,ECM01:990006090940302716,no,"Lujo, salud y traducción: estrategias argumentativas en la traducción de la publicidad dirigida a las mujeres",2011,,SP,masters,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,M,PDF,cuevas_vc_000256160.pdf
,0,0,Y,primary,Romo Córdoba,Alejandra,146,masters,ECM01:990006131550302716,no,La construcción de la identidad nacional en función del otro: el caso de Francia : Sarkozy y la expulsión de los gitanos,2011,,SP,masters,,El Colegio de México. Centro de Estudios Internacionales,M,PDF,romo_a_000269593.pdf
,0,0,Y,primary,Domínguez Rodríguez,Nora,"xiii, 153 ",masters,ECM01:990000746170302716,no,Propuesta de contenidos para un servicio de información en línea para migrantes centroamericanos en tránsito,2012,,SP,masters,,Biblioteca Daniel Cosío Villegas,M,PDF,domnguez_n_000341337.pdf
,0,0,Y,primary,Araúz Mela,Estanislao,"xi, 77 ",masters,ECM01:990004127980302716,no,Evaluación de competencias en información en la comunidad académica de postgrado de la universidad de Panamá,2012,,SP,masters,,Biblioteca Daniel Cosío Villegas,M,PDF,araz_e_000343781.pdf
,0,0,Y,primary,Núñez Vázquez,Luis Octavio,"vi, 179 ",masters,ECM01:990007118490302716,no,Análisis de procesos en el área de catalogación y clasificación de una biblioteca académica,2012,,SP,masters,,Biblioteca Daniel Cosío Villegas,M,PDF,nez_lo_000339461.pdf
,0,0,Y,primary,Cárdenas Cuilty,Emilio Humberto,38,masters,ECM01:990007038470302716,no,Understanding risk aversion: linking characteristics and emotions to prospect theory,2012,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,crdenas_eh_000319690.pdf
,0,0,Y,primary,Martínez Chigo,Luis Alberto,73,masters,ECM01:990006207070302716,no,Determinantes de la diferencia en calificaciones entre escuelas públicas y privadas usando la prueba Enlace,2012,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,martnez_la_000295618.pdf
,0,0,Y,primary,González Zarate,Bertha del Carmen,"[7], 160 ",masters,ECM01:990007037710302716,no,"Libros de texto, ¿detesto la diversidad?",2012,,SP,masters,,El Colegio de México. Centro de Estudios Sociológicos,M,PDF,gonzlez_bdelc_000319660.pdf
,0,0,Y,primary,Martínez Bravo,Héctor Iván,154,masters,ECM01:990006207000302716,no,La utilidad del bienestar subjetivo y la autoubicación ideológica para la predicción de resultados electorales,2012,,SP,masters,,El Colegio de México. Centro de Estudios Internacionales,M,PDF,martnez_hi_000295616.pdf
,0,0,Y,primary,González Gutiérrez,Jorge,[144] ,masters,ECM01:990007042130302716,no,Los patrones de alimentación de los hogares mexicanos y sus requerimientos de superficie agropecuaria,2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,gonzlez_j_000319668.pdf
,0,0,Y,primary,Velez Canetacio,Tatiana Carolina,125,masters,ECM01:990005259690302716,no,Experiencias de trabajo y militancia feminista: un análisis del significado de las experiencias de vida de cuatro mujeres venezolanas,2012,,SP,masters,,El Colegio de México. Centro de Estudios Sociológicos,M,PDF,vlez_tc_000328562.pdf
,0,0,Y,primary,Bocanegra Esqueda,María Luisa,"xi, 145, [23] ",masters,ECM01:990007078060302716,no,La lectura en tiempos del texto electrónico: un estado del arte sobre las prácticas de la lectura,2012,,SP,masters,,Biblioteca Daniel Cosío Villegas,M,PDF,bocanegra_ml_000341333.pdf
,0,0,Y,primary,Aguilar Escobedo,María Guadalupe,105,masters,ECM01:990006970920302716,no,"Mujeres y producción: el caso de la Casa Familiar Chérif Lo, 2010",2012,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,aguilar_mg_000301672.pdf
,0,0,Y,primary,Rojas Huerta,Abigail Vanessa,"x, 91 ",masters,ECM01:990007042260302716,no,Pensiones en México de la población femenina de 60 años y más,2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,rojas_av_000319674.pdf
,0,0,Y,primary,Zenteno Bonolla,María Laura Mactzil,120,masters,ECM01:990006ECM01:997420302716,no,La reforma electoral 2007-2008 y sus implicaciones en el cambio de estrategia electoral del Partido del Trabajo y el Partido Verde Ecologista de México en las elecciones federales 2009,2012,,SP,masters,,El Colegio de México. Centro de Estudios Internacionales,M,PDF,zenteno_mlm_000308808.pdf
,0,0,Y,primary,López González,Fabiola,88,masters,ECM01:990007041110302716,no,Enero y febrero desviejadero,2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,lpez_f_000319645.pdf
,0,0,Y,primary,Santoyo Macías,Laura Elizabeth,104,masters,ECM01:990007042220302716,no,"El uso del tiempo en los hogares como expresión de desigualdades de género, México 2009",2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,santoyo_le_000319692.pdf
,0,0,Y,primary,González Ayala,Flavio Rafael,109,masters,ECM01:990007121480302716,no,La actuación de la minoría étnica china en el sistema político de Malasia,2012,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,gonzlez_fr_000343777.pdf
,0,0,Y,primary,Torres Moreno,Ariel,"v, 49 ",masters,ECM01:990007063420302716,no,El sistema bancario sombra: análisis de un modelo teórico para su regulación,2012,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,torres_a_000333225.pdf
,0,0,Y,primary,Urbina Solalinde,Magdiel,39,masters,ECM01:990007044490302716,no,Análisis de la inflación en México mediante el enfoque del dominio de las frecuencias,2012,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,urbina_m_000319850.pdf
,0,0,Y,primary,Vargas Echeverría,Shilia Lisset,"xi, 158 ",masters,ECM01:990007060690302716,no,Diseño de una metodología para contribuir al diagnóstico de la cultura organizacional en bibliotecas académicas,2012,,SP,masters,,Biblioteca Daniel Cosío Villegas,M,PDF,vargas_sl_000331008.pdf
,0,0,Y,primary,Salazar Orozco,Elizabeth,150,masters,ECM01:990007035220302716,no,Violencia de género y servicios hospitalarios,2012,,SP,masters,,El Colegio de México. Centro de Estudios Sociológicos,M,PDF,salazar_e_000316103.pdf
,0,0,Y,primary,Morales Gómez,Mario,105,masters,ECM01:990007042210302716,no,"La lucha por la seguridad en México: operativos, homicidios y crimen organizado entre 2007 y 2010",2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,morales_m_000319662.pdf
,0,0,Y,primary,Viveros Pérez,Francisco Eduardo,123,masters,ECM01:990007041190302716,no,Masculinidad y cáncer: la (re)significación de la(s) masculinidad(es) en las experiencias del cáncer genital,2012,,SP,masters,,El Colegio de México. Centro de Estudios Sociológicos,M,PDF,viveros_fe_000348064.pdf
,0,0,Y,primary,Vázquez Pérez,Luis Ángel,"iv, 50 ",masters,ECM01:990007046520302716,no,Migración interna en México y factores no monetarios,2012,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,vzquez_la_000321260.pdf
,0,0,Y,primary,Durán Osorio,Ivonne Lidia,45,masters,ECM01:990007043350302716,no,Percepciones y movilidad social,2012,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,durn_il_000319676.pdf
,0,0,Y,primary,Ramos Pastrana,Julio Alberto,45,masters,ECM01:990007038500302716,no,El papel de las restricciones crediticias en la movilidad económica intergeneracional en México: una prueba indirecta,2012,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,ramos_ja_000331016.pdf
,0,0,Y,primary,Castelao Huerta,Isaura,149,masters,ECM01:990007037500302716,no,De la escuela a la pantalla: un análisis de género de la formación profesional de cineasta y de las óperas primas de dos mujeres documentalistas,2012,,SP,masters,,El Colegio de México. Centro de Estudios Sociológicos,M,PDF,castelao_i_000317377.pdf
,0,0,Y,primary,Rodríguez Martínez,Raúl Alejandro,64,masters,ECM01:990007038450302716,no,Mexican fixed income market analysis: the term structure of interest rates and espectations hypothesis,2012,,EN/SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,rodrguez_ra_000319694.pdf
,0,0,Y,primary,Ambriz Villalpa,José Luis,57,masters,ECM01:990007060660302716,no,Eficiencia del sector ferroviario mexicano: estimación paramétrica y aplicación del análisis envolvente de datos (DEA),2012,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,ambriz_jl_000333223.pdf
,0,0,Y,primary,Méndez Ruiz,Andrés,64,masters,ECM01:990007038510302716,no,¿Niña o niño?: un estudio sobre las preferencias de los padres mexicanos por el sexo de sus hijos,2012,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,mndez_a_000331014.pdf
,0,0,Y,primary,Reyes Manzano,Jorge,67,masters,ECM01:990007041080302716,no,Tendencias en los niveles de discapacidad 2000-2010,2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,reyes_J_000319688.pdf
,0,0,Y,primary,Cedillo Villar,Rosa Elvira,122,masters,ECM01:990007042140302716,no,"Movilidad espacial y cambios ocupacionales de los mexicanos en Estados Unidos bajo un contexto de transformaciones económicas y de política migratoria, 2005-2010",2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,cedillo_re_000319666.pdf
,0,0,Y,primary,Núñez Tapia,Mónica Gabriela,157,masters,ECM01:990007028380302716,no,"Certificación de edificios sustentables en la Ciudad de México, como instrumento de gestión en materia ambiental",2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,nez_mg_000313520.pdf
,0,0,Y,primary,Suárez Medellín,Rosa Elisa,"ix, 122 ",masters,ECM01:990006215890302716,no,"Estrategias de los terratenientes para la valorización del suelo en Xalapa, Veracruz: el caso de la Hacienda ""Las Animas""",2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,surez_re_000301028.pdf
,0,0,Y,primary,Arévalo Picazo,Aidé,151,masters,ECM01:990007037640302716,no,"Discurso emancipatorio y discurso de género en voz de las mujeres zapatistas del Caracol de la Garrucha ""resistencia hacia un nuevo amanecer""",2012,,SP,masters,,El Colegio de México. Centro de Estudios Sociológicos,M,PDF,arvalo_a_000317379.pdf
,0,0,Y,primary,Ruiz Ferráez,Roberto,"v, 128 ",masters,ECM01:990007120960302716,no,Diseño de exposiciones para bibliotecas,2012,,SP,masters,,Biblioteca Daniel Cosío Villegas,M,PDF,ruiz_r_000341325.pdf
,0,0,Y,primary,Fernández Román,José Rubén,97,masters,ECM01:990007041060302716,no,"Las condiciones laborales y la segregación ocupacional por sexo en: la Ciudad de México, Guadalajara y Monterrey, en 2000-2010",2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,fernndez_jr_000319639.pdf
,0,0,Y,primary,Mendoza Ramírez,Luisa Quiahuitl Xóchitl,"iv, 127 ",masters,ECM01:990004085510302716,no,"Dinámica demográfica y migración en Poza Rica, Veracruz, 1980-2010",2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,mendoza_lqx_000325291.pdf
,0,0,Y,primary,Quintino Pérez,Frida E,208,masters,ECM01:990007060650302716,no,Sexualidad y género: un estudio sobre relaciones de pareja y prácticas sexuales de uso y no uso del condón en jóvenes mexicanos,2012,,SP,masters,,El Colegio de México. Centro de Estudios Sociológicos,M,PDF,quintino_fe_000332136.pdf
,0,0,Y,primary,Peláez González,Carolina,148,masters,ECM01:990007035230302716,no,"Hacerse una obrera de PINSA: análisis de las diferencias de género a través de los chismes y acciones de estigmatización en trabajadoras del procesamiento y limpieza del atún en Mazatlán, Sinaloa",2012,,SP,masters,,El Colegio de México. Centro de Estudios Sociológicos,M,PDF,pelaez_c_000316229.pdf
,0,0,Y,primary,Godoy Ferro,Mónica,"v, 137 ",masters,ECM01:990007035590302716,no,Del sinsabor del destierro a la sazón del exilio: prácticas alimentarias de migrantes y refugiadas centroamericanas en la Ciudad de México,2012,,SP,masters,,El Colegio de México. Centro de Estudios Sociológicos,M,PDF,godoy_m_000316085.pdf
,0,0,Y,primary,López Rocha,Omar Daniel,"xvi, 184 ",masters,ECM01:990007080400302716,no,Inclusión de la cultura pop adolescente en la promoción de la biblioteca pública: el caso de la Biblioteca Vasconcelos,2012,,SP,masters,,Biblioteca Daniel Cosío Villegas,M,PDF,lpez_od_000338403.pdf
,0,0,Y,primary,Amaro Guerra,Fernando,70,masters,ECM01:990007052850302716,no,"Inercias y racionalidad en el proceso de elección de una carrera profesional, y sus implicaciones para el mercado de trabajo mexicano, 2010",2012,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,amaro_f_000324663.pdf
,0,0,Y,primary,Páez Domínguez,Olinca Dessirée,"x, 90 ",masters,ECM01:990007041310302716,no,Implicaciones de la fecundidad adolescente para el desarrollo humano: el caso comparado de mujeres con y sin carencias sociales en la infancia en México,2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,pez_od_000319649.pdf
,0,0,Y,primary,González Araujo,Inocencio Héctor,"viii, 240 ",masters,ECM01:990007078940302716,no,Estudios de usabilidad en interfaces web de bibliotecas académicas de México: propuesta metodológica para su diseño,2012,,SP,masters,,Biblioteca Daniel Cosío Villegas,M,PDF,gonzlez_ih_000341331.pdf
,0,0,Y,primary,Hernández Jabalera,Anairis,95,masters,ECM01:990007042170302716,no,Patrones de organización del tiempo en México: ¿qué los explica?,2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,hernndez_a_000319670.pdf
,0,0,Y,primary,Murillo González,Juana Catalina,111,masters,ECM01:990007042190302716,no,"Desastres naturales y participación laboral de los hogares en México, 2002-2005",2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,murillo_jc_000319641.pdf
,0,0,Y,primary,Morales Eslava,Ángel Jair,"iv, 125 ",masters,ECM01:990007041140302716,no,Pronóstico multivariado de la fecundidad en México 2011-2020,2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,morales_aj_000319678.pdf
,0,0,Y,primary,Bermúdez Lobera,Juan,112,masters,ECM01:990007042160302716,no,Caracterización sociodemográfica de las personas de 15 a 29 años consideradas NI-NIS desde un enfoque de transiciones a la adultez,2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,bermdez_j_000321250.pdf
,0,0,Y,primary,Ayes Zamudio,Alberto Cuauhtémoc,"vii, 29 ",masters,ECM01:990007052870302716,no,La experiencia mexicana con la paridad del poder de compra en el corto y el largo plazo,2012,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,ayes_ac_000324661.pdf
,0,0,Y,primary,Granados Vázquez,Geraldine Guadalupe,125,masters,ECM01:990007055780302716,no,"El oro negro del ébano: orígen de un pueblo petrolero, historia de un poblamiento 1900-1930",2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,granados_gg_000328568.pdf
,0,0,Y,primary,Franco Parrillat,Gerardo,83,masters,ECM01:990006970970302716,no,Una aproximación para medir los movimientos dentro y fuera de la pobreza en México durante el período 2008-2010,2012,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,franco_g_000298991.pdf
,0,0,Y,primary,Rodríguez Abreu,Mauricio,86,masters,ECM01:990007042240302716,no,Análisis de los pérfiles sociodemográficos de los migrantes internos e internacionales en México en el 2000 y 2010: ¿son personas diferentes?,2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,rodrguez_m_000319637.pdf
,0,0,Y,primary,Zamora Ramos,Erika,175,masters,ECM01:990007043330302716,no,"La mortalidad estimada a partir de la información censal en México, 1990-2010",2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,zamora_e_000319664.pdf
,0,0,Y,primary,Ramos López,Aram Isai,"iv, 77 ",masters,ECM01:990007040960302716,no,"Pronósticos multivariados de la mortalidad por accidentes de tránsito en la zona Metropolitana de la Ciudad de México, 2011-2015",2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,ramos_ai_000319680.pdf
,0,0,Y,primary,Cervantes García Rulfo,Luis Fernando,40,masters,ECM01:990007038480302716,no,Drivers license requirements and road safety: evidence from a natural experiment in Mexico,2012,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,cervantes_lf_000319643.pdf
,0,0,Y,primary,Buen Richkarday,Berta Helena de,198,masters,ECM01:990006ECM01:997360302716,no,Potencial de los instrumentos y mecanismos de participación ciudadana para la incidencia en políticas públicas ambientales en México,2012,,SP,masters,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,M,PDF,buen_bhde_000308806.pdf
,0,0,Y,primary,Méndez Zapata,Patricia Alejandra,179,masters,ECM01:990007080420302716,no,"Aproximación al tesauro del ""huipil triqui de San Andrés Chicahuaxtla, Putla Villa de Guerrero, Oaxaca""",2012,,SP,masters,,Biblioteca Daniel Cosío Villegas,M,PDF,mndez_pa_000338399.pdf
,0,0,Y,primary,Gómez Hernández,Roberto,86,masters,ECM01:990002393690302716,no,Mercado periférico de suelo urbano: valorización del suelo y fijación de precios,2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,gmez_r_000302109.pdf
,0,0,Y,primary,Landgrave Ponce,Ana,110,masters,ECM01:990006216660302716,no,Detenciones israelíes de menores palestinos: un reto para el derecho internacional,2012,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,landgrave_a_000308800.pdf
,0,0,Y,primary,Martínez Gutiérrez,Diana Carolina,115,masters,ECM01:990007118700302716,no,El suministro de agua potable en el Distrito Federal: del servicio público al derecho humano al agua,2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,martnez_dc_000343783.pdf
,0,0,Y,primary,Villarroel Cárdenas,María Cecilia,188,masters,ECM01:990007042200302716,no,Estimación indirecta de la mortalidad en Bolivia con base en información censal 1992-2001,2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,villarroel_mc_000319686.pdf
,0,0,Y,primary,Castro Flores,Claudia,146,masters,ECM01:990007037480302716,no,Allah en masculino y femenino: formas diferenciadas de interpretar y practicar el Islam en México,2012,,SP,masters,,El Colegio de México. Centro de Estudios Sociológicos,M,PDF,castro_cl_000317375.pdf
,0,0,Y,primary,Bejarano Espinosa,Laura,128,masters,ECM01:990007035240302716,no,Género y arqueología en Colombia,2012,,SP,masters,,El Colegio de México. Centro de Estudios Sociológicos,M,PDF,bejarano_l_000316091.pdf
,0,0,Y,primary,Vega Soria,Harlen,109,masters,ECM01:990007035050302716,no,Roles sociales femeninos y masculinos en la legislación laboral mexicana: la Constitución de 1917 y la Ley Federal del Trabajo de 1931,2012,,SP,masters,,El Colegio de México. Centro de Estudios Sociológicos,M,PDF,vega_h_000316101.pdf
,0,0,Y,primary,Castillo Garza,Rocío Andrea,82,masters,ECM01:990007031760302716,no,Cultura de la migración en Senegal,2012,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,castillo_ra_000324652.pdf
,0,0,Y,primary,Gutiérrez Domínguez,Lisett María,125,masters,ECM01:990007035200302716,no,Prácticas discursivas y construcción de subjetividades en quinceañeras mexicanas de clase media,2012,,SP,masters,,El Colegio de México. Centro de Estudios Sociológicos,M,PDF,gutirrez_lm_000316099.pdf
,0,0,Y,primary,Cisneros Castro,Manuel,87,masters,ECM01:990007078540302716,no,"Análisis del narrador de ""El Biombo del Infierno"" de Akutagawa Ryūnosuke, de su papel en la historia y de su forma de presentar los personajes",2012,,SP,masters,,El Colegio de México. Centro de Estudios de Asia y África,M,PDF,cisneros_m_000337415.pdf
,0,0,Y,primary,Yrízar Carrillo,Nadxeli,103,masters,ECM01:990007063560302716,no,La polifonía en L'Espace d'un cillement de Jacques Stéphen Alexis: análisis de dos traducciones,2012,,SP,masters,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,M,PDF,yrizar_n_000331018.pdf
,0,0,Y,primary,Amezcua Juárez,Pascal Dominique,136,masters,ECM01:990007060680302716,no,Experiencias de género en las narrativas autobiográficas de Gioconda Belli y Sergio Ramírez: un estudio sobre masculinidades y feminidades dentro del sandinismo,2012,,SP,masters,,El Colegio de México. Centro de Estudios Sociológicos,M,PDF,amezcua_pd_000331010.pdf
,0,0,Y,primary,Calle Saravia,Carlos Germán,41,masters,ECM01:990007073530302716,no,"Migración interna, tipos de selección y premios por migrar: métodos paramétrico y no paramétrico",2012,,SP,masters,,El Colegio de México. Centro de Estudios Económicos,M,PDF,calle_cg_000334824.pdf
,0,0,Y,primary,Torruco Colorado,Víctor Manuel,137,masters,ECM01:990006215910302716,no,Instrumentos de política pública ambiental en el suelo de conservación del Distrito Federal: estudio comparativo de los programas PSAH y PROFACE,2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,torruco_vm_000297133.pdf
,0,0,Y,primary,Varela Mattute,Ambar,147,masters,ECM01:990006988ECM01:990302716,no,"La magia en la modernidad : Real del Monte, Pueblo Mágico",2012,,SP,masters,,"El Colegio de México. Centro de Estudios Demográficos, Urbanos y Ambientales",M,PDF,varela_a_000309753.pdf
,0,0,Y,primary,Valckx Gutiérrez,Aimée,257,masters,ECM01:990007063530302716,no,La traducción al español de The God of Small Things: vaivén entre la extrañeza y la familiaridad,2012,,SP,masters,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,M,PDF,valckx_a_000334356.pdf
